real_estate_id,declaration_id,declaration_year,politician_id,full_name,cadastral_area,land_register_number,status,item_text
39524,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1892,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1892; podiel: 1/180
39525,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1945,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1945; podiel: 1/144
39526,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1983,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1983; podiel: 4536/653184
39527,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,2044,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 2044; podiel: 4536/653184
39528,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,2311,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 2311; podiel: 4536/653184
39529,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1816,ok,LESNÝ POZEMOK; kat. územie SVEDERNÍK; číslo LV: 1816; podiel: 4536/653184
39530,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1253,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1253; podiel: 1/720
39531,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1299,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1299; podiel: 1/144
39532,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1302,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1302; podiel: 9/1650
39534,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1341,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1341; podiel: 1/144
39535,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1580,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1580; podiel: 1/720
39536,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1538,ok,TRÁVNY PORAST; kat. územie SVEDERNÍK; číslo LV: 1538; podiel: 1/1
39537,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,2146,ok,LESNÝ POZEMOK; kat. územie SVEDERNÍK; číslo LV: 2146; podiel: 11/5184
39538,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,2147,ok,LESNÝ POZEMOK; kat. územie SVEDERNÍK; číslo LV: 2147; podiel: 11/5184
39539,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,2396,ok,OSTATNÁ PLOCHA; kat. územie SVEDERNÍK; číslo LV: 2396; podiel: 1/180
39540,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1311,ok,ZASTAVANÁ PLOCHA; kat. územie SVEDERNÍK; číslo LV: 1311; podiel: 1/1530
39541,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1226,ok,LESNÝ POZEMOK; kat. územie SVEDERNÍK; číslo LV: 1226; podiel: 11/5184
39542,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,778,ok,ZÁHRADA; kat. územie SVEDERNÍK; číslo LV: 778; podiel: 1/2
39543,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,926,ok,ZÁHRADA; kat. územie SVEDERNÍK; číslo LV: 926; podiel: 1/180
39544,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,955,ok,ZÁHRADA; kat. územie SVEDERNÍK; číslo LV: 955; podiel: 1/180
39545,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,933,ok,ZÁHRADA; kat. územie SVEDERNÍK; číslo LV: 933; podiel: 1/144
39546,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1018,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1018; podiel: 108/5184
39547,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,3223,ok,RODINNÝ DOM; kat. územie ZÁZRIVÁ; číslo LV: 3223; podiel: 1/6
39548,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,3884,ok,ZASTAVANÁ PLOCHA; kat. územie ZÁZRIVÁ; číslo LV: 3884; podiel: 1/6
39549,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,4791,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 4791; podiel: 200/372400
39550,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,9014,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 9014; podiel: SPOLUVLASTNÍCKY PODIEL
39551,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,4952,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 4952; podiel: 1/6
39552,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,5035,ok,TRÁVNATÝ PORAST; kat. územie ZÁZRIVÁ; číslo LV: 5035; podiel: 1/12
39553,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1020,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1020; podiel: 1/108
39554,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1054,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1054; podiel: 18/2592
39555,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1115,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1115; podiel: 1/180
39556,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,8621,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 8621; podiel: 174/9865
39557,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,10366,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 10366; podiel: 174/9866
39558,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1117,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1117; podiel: 4536/653184
39559,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1132,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1132; podiel: 4536/653184
39560,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1152,ok,ORNÁ PÔDA; kat. územie SVEDERNÍK; číslo LV: 1152; podiel: 1/36
39561,405,2024,405,Ing. IVETA GRIAČOVÁ,SVEDERNIK,1231,ok,LESNÝ POZEMOK; kat. územie SVEDERNÍK; číslo LV: 1231; podiel: 1/144
39562,405,2024,405,Ing. IVETA GRIAČOVÁ,BRATISLAVA IV,5447,ok,DOM; kat. územie BRATISLAVA IV; číslo LV: 5447; podiel: BSM
39563,405,2024,405,Ing. IVETA GRIAČOVÁ,OKOLICNE,2680,ok,ORNÁ PÔDA A OSTATNÁ PLOCHA; kat. územie OKOLIČNÉ; číslo LV: 2680; podiel: BSM
39564,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,5237,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 5237; podiel: 5/12
39565,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,5265,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 5265; podiel: 1/3
39566,405,2024,405,Ing. IVETA GRIAČOVÁ,ZAZRIVA,8620,ok,ORNÁ PÔDA; kat. územie ZÁZRIVÁ; číslo LV: 8620; podiel: 174/9865
40513,406,2024,406,Mgr. BRANISLAV GRÖHLING,NOVE MESTO,3313,ok,BYT; kat. územie NOVÉ MESTO; číslo LV: 3313; podiel: 1/1
40514,406,2024,406,Mgr. BRANISLAV GRÖHLING,NOVE MESTO,3313,ok,PODIEL PRIESTORU NA SPOLOČNÝCH ČASTIACH DOMU; kat. územie NOVÉ MESTO; číslo LV: 3313; podiel: 8368/394037
40515,406,2024,406,Mgr. BRANISLAV GRÖHLING,STARE MESTO,3876,ok,BYT; kat. územie STARÉ MESTO; číslo LV: 3876; podiel: 1/1
40516,406,2024,406,Mgr. BRANISLAV GRÖHLING,STARE MESTO,3876,ok,PODIEL PRIESTORU V SPOLOČNÝCH ČASTIACH DOMU; kat. územie STARÉ MESTO; číslo LV: 3876; podiel: 568/10000
40517,406,2024,406,Mgr. BRANISLAV GRÖHLING,STARE MESTO,5624,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie STARÉ MESTO; číslo LV: 5624; podiel: 568/10000
40518,406,2024,406,Mgr. BRANISLAV GRÖHLING,STARE MESTO,5549,ok,BYT; kat. územie STARÉ MESTO; číslo LV: 5549; podiel: 1/1
40519,406,2024,406,Mgr. BRANISLAV GRÖHLING,STARE MESTO,5549,ok,PODIEL PRIESTORU NA SPOLOČNÝCH ČASTIACH DOMU; kat. územie STARÉ MESTO; číslo LV: 5549; podiel: 13506/356635
40520,406,2024,406,Mgr. BRANISLAV GRÖHLING,STARE MESTO,5550,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie STARÉ MESTO; číslo LV: 5550; podiel: 12675/442081
40557,407,2024,407,JUDr. PETRA GROHOĽOVÁ,SENEC,11926,ok,RODINNÝ DOM; kat. územie SENEC; číslo LV: 11926; podiel: 1/1
40558,407,2024,407,JUDr. PETRA GROHOĽOVÁ,SENEC,11926,ok,POZEMOK - ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie SENEC; číslo LV: 11926; podiel: 1/1
40560,407,2024,407,JUDr. PETRA GROHOĽOVÁ,BARDEJOV,13292,ok,POZEMOK - ORNÁ PÔDA; kat. územie BARDEJOV; číslo LV: 13292; podiel: 2/16
40561,407,2024,407,JUDr. PETRA GROHOĽOVÁ,BARDEJOV,13292,ok,POZEMOK - TRVALÝ TRÁVNY PORAST; kat. územie BARDEJOV; číslo LV: 13292; podiel: 2/16
40564,407,2024,407,JUDr. PETRA GROHOĽOVÁ,BARDEJOV,3700,ok,POZEMOK - ORNÁ PÔDA; kat. územie BARDEJOV; číslo LV: 3700; podiel: 1/1
40565,407,2024,407,JUDr. PETRA GROHOĽOVÁ,BARDEJOV,3700,ok,POZEMOK - TRVALÝ TRÁVNY PORAST; kat. územie BARDEJOV; číslo LV: 3700; podiel: 1/1
40611,408,2024,408,Mgr. SILVIA GRÚBEROVÁ,HANDLOVA,3131,ok,BYT; kat. územie HANDLOVÁ; číslo LV: 3131; podiel: 2/3
40613,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1621,ok,OSTATNÁ PLOCHA; kat. územie ZÁHRADNÉ; číslo LV: 1621; podiel: 175/1091
40614,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1259,ok,TRVALÝ TRÁVNATÝ PORAST; kat. územie ZÁHRADNÉ; číslo LV: 1259; podiel: 2/36
40615,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1267,ok,VODNÁ PLOCHA; kat. územie ZÁHRADNÉ; číslo LV: 1267; podiel: 2/74
40616,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1801,ok,TRVALÝ TRÁVNATÝ PORAST; kat. územie ZÁHRADNÉ; číslo LV: 1801; podiel: 2/74
40617,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1810,ok,TRVALÝ TRÁVNATÝ PORAST; kat. územie ZÁHRADNÉ; číslo LV: 1810; podiel: 2/74
40618,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,49,ok,ORNÁ PÔDA; kat. územie ZÁHRADNÉ; číslo LV: 49; podiel: 270/18630
40619,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,144,ok,TRVALÝ TRÁVNATÝ PORAST; kat. územie ZÁHRADNÉ; číslo LV: 144; podiel: 1/18
40620,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,431,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie ZÁHRADNÉ; číslo LV: 431; podiel: 1/8
40621,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,761,ok,ORNÁ PÔDA; kat. územie ZÁHRADNÉ; číslo LV: 761; podiel: 1/1
40622,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,928,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie ZÁHRADNÉ; číslo LV: 928; podiel: 1/1 BSM
40623,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1033,ok,ORNÁ PÔDA; kat. územie ZÁHRADNÉ; číslo LV: 1033; podiel: 1/2
40624,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1643,ok,ORNÁ PÔDA; kat. územie ZÁHRADNÉ; číslo LV: 1643; podiel: 1/2 BSM
40625,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1666,ok,ORNÁ PÔDA; kat. územie ZÁHRADNÉ; číslo LV: 1666; podiel: 1/1
40626,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1696,ok,"ORNÁ PÔDA, ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie ZÁHRADNÉ; číslo LV: 1696; podiel: 1/2"
40627,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",ZAHRADNE,1748,ok,ORNÁ PÔDA; kat. územie ZÁHRADNÉ; číslo LV: 1748; podiel: 25/400
40628,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",TERNA,870,ok,"ORNÁ PÔDA, LESNÝ POZEMOK; kat. územie TERŇA; číslo LV: 870; podiel: 1/74"
40629,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",TERNA,877,ok,ORNÁ PÔDA; kat. územie TERŇA; číslo LV: 877; podiel: 1/1
40630,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",TERNA,896,ok,TRVALÝ TRÁVNATÝ PORAST; kat. územie TERŇA; číslo LV: 896; podiel: 1/42
40631,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",TERNA,938,ok,ORNÁ PÔDA; kat. územie TERŇA; číslo LV: 938; podiel: 1/1
40632,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",TERNA,1014,ok,"TRVALÝ TRÁVNATÝ PORAST, ORNÁ PÔDA, LESNÝ POZEMOK; kat. územie TERŇA; číslo LV: 1014; podiel: 2/74"
40633,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",RADVANOVCE,40,ok,"TRVALÝ TRÁVNATÝ POZEMOK, ORNÁ PÔDA; kat. územie RADVANOVCE; číslo LV: 40; podiel: 3/12"
40634,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",RADVANOVCE,144,ok,"TRVALÝ TRÁVNATÝ POZEMOK, ORNÁ PÔDA; kat. územie RADVANOVCE; číslo LV: 144; podiel: 1/12"
40635,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",CHMELOV,753,ok,TRVALÝ TRÁVNATÝ POZEMOK; kat. územie CHMEĽOV; číslo LV: 753; podiel: 4/405
40636,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",CHMELOV,756,ok,LESNÝ POZEMOK; kat. územie CHMEĽOV; číslo LV: 756; podiel: 4/381
40637,409,2024,409,"Ing. SLAVOMÍR GRUŠKA, MBA",CHMELOV,861,ok,TRVALÝ TRÁVNATÝ POZEMOK; kat. územie CHMEĽOV; číslo LV: 861; podiel: 4/381
40963,410,2024,410,Mgr. PETER GRUTKA,MODRA HARMONIA,11669,ok,ZÁHRADNÁ CHATA; kat. územie MODRA HARMÓNIA; číslo LV: 11669; podiel: 1/1
40965,411,2024,411,PaedDr. MARTA GUBRICKÁ,TRNAVA,5680,ok,BYT; kat. územie TRNAVA; číslo LV: 5680; podiel: 1/2
40966,411,2024,411,PaedDr. MARTA GUBRICKÁ,TRNAVA,7270,ok,BYT; kat. územie TRNAVA; číslo LV: 7270; podiel: 1/1
40970,412,2024,412,Ing. ROMAN GUDERNA,BRATISLAVA,439,ok,ZÁHRADA; kat. územie BRATISLAVA; číslo LV: 439; podiel: 1/3
40971,412,2024,412,Ing. ROMAN GUDERNA,BRATISLAVA - KARLOVA VES,3133,ok,POZEMOK; kat. územie BRATISLAVA - KARLOVA VES; číslo LV: 3133; podiel: 1/2
40972,412,2024,412,Ing. ROMAN GUDERNA,BRATISLAVA - KARLOVA VES,4129,ok,RODINNÝ DOM; kat. územie BRATISLAVA - KARLOVA VES; číslo LV: 4129; podiel: 1/2
40973,412,2024,412,Ing. ROMAN GUDERNA,MARIANKA,1102,ok,ZÁHRADA; kat. územie MARIANKA; číslo LV: 1102; podiel: 1/1
40974,412,2024,412,Ing. ROMAN GUDERNA,BRATISLAVA - STARE MESTO,6249,ok,BYT; kat. územie BRATISLAVA - STARÉ MESTO; číslo LV: 6249; podiel: 1/1
40975,412,2024,412,Ing. ROMAN GUDERNA,BRATISLAVA - STARE MESTO,8010,ok,GARÁŽ; kat. územie BRATISLAVA - STARÉ MESTO; číslo LV: 8010; podiel: 1/1
40976,412,2024,412,Ing. ROMAN GUDERNA,BRATISLAVA - STARE MESTO,8578,ok,POZEMOK; kat. územie BRATISLAVA - STARÉ MESTO; číslo LV: 8578; podiel: 258/10000
41005,413,2024,413,Ing. DANIEL GUSPAN,BRATISLAVA STARE MESTO,9940,ok,"ZÁHRADA, RODINNÝ DOM, 2X ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie BRATISLAVA STARÉ MESTO; číslo LV: 9940; podiel: 1/2"
41007,414,2024,414,Mgr. MARTIN GUZI,GBELY,6764,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6764; podiel: 11/11520
41008,414,2024,414,Mgr. MARTIN GUZI,GBELY,6799,ok,TRVALÝ TRÝVNY PORAST; kat. územie GBELY; číslo LV: 6799; podiel: 1/96
41009,414,2024,414,Mgr. MARTIN GUZI,GBELY,6808,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6808; podiel: 1/32
41010,414,2024,414,Mgr. MARTIN GUZI,GBELY,7837,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 7837; podiel: 1/16
41011,414,2024,414,Mgr. MARTIN GUZI,GBELY,7927,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 7927; podiel: 1/16
41012,414,2024,414,Mgr. MARTIN GUZI,GBELY,8077,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 8077; podiel: 1/2160
41013,414,2024,414,Mgr. MARTIN GUZI,GBELY,9272,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 9272; podiel: 1/2160
41014,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,241,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie VYŠNÁ OLŠAVA; číslo LV: 241; podiel: 1/2
41015,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,357,ok,LESNÝ POZEMOK; kat. územie VYŠNÁ OLŠAVA; číslo LV: 357; podiel: 1/374
41016,414,2024,414,Mgr. MARTIN GUZI,GBELY,6658,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6658; podiel: 1/16
41017,414,2024,414,Mgr. MARTIN GUZI,GBELY,6664,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6664; podiel: 1/16
41018,414,2024,414,Mgr. MARTIN GUZI,GBELY,6687,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6687; podiel: 5/128
41019,414,2024,414,Mgr. MARTIN GUZI,GBELY,6688,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6688; podiel: 1/2160
41020,414,2024,414,Mgr. MARTIN GUZI,GBELY,6691,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6691; podiel: 1/210
41021,414,2024,414,Mgr. MARTIN GUZI,GBELY,6727,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6727; podiel: 1/16
41022,414,2024,414,Mgr. MARTIN GUZI,GBELY,6739,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6739; podiel: 1/64
41023,414,2024,414,Mgr. MARTIN GUZI,GBELY,6740,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6740; podiel: 1/288
41024,414,2024,414,Mgr. MARTIN GUZI,GBELY,6757,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6757; podiel: 1/100
41025,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,523,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie VYŠNÁ OLŠAVA; číslo LV: 523; podiel: 1/4
41026,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,116,ok,ORNÁ PÔDA; kat. územie VYŠNÁ OLŠAVA; číslo LV: 116; podiel: 15/480
41027,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,171,ok,ORNÁ PÔDA; kat. územie VYŠNÁ OLŠAVA; číslo LV: 171; podiel: 6/48
41028,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,117,ok,LESNÝ POZEMOK; kat. územie VYŠNÁ OLŠAVA; číslo LV: 117; podiel: 360/7680
41029,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,124,ok,LESNÝ POZEMOK; kat. územie VYŠNÁ OLŠAVA; číslo LV: 124; podiel: 150/9600
41030,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,463,ok,TRVALÝ TRÁVNY PORAST; kat. územie VYŠNÁ OLŠAVA; číslo LV: 463; podiel: 150/4800
41031,414,2024,414,Mgr. MARTIN GUZI,VYSNA OLSAVA,515,ok,ZÁHRADA; kat. územie VYŠNÁ OLŠAVA; číslo LV: 515; podiel: 1/8
41032,414,2024,414,Mgr. MARTIN GUZI,GBELY,7838,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 7838; podiel: 1/16
41033,414,2024,414,Mgr. MARTIN GUZI,GBELY,8283,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 8283; podiel: 1/2160
41034,414,2024,414,Mgr. MARTIN GUZI,GBELY,3595,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 3595; podiel: 1/64
41035,414,2024,414,Mgr. MARTIN GUZI,GBELY,8703,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 8703; podiel: 1/32
41036,414,2024,414,Mgr. MARTIN GUZI,GBELY,8704,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 8704; podiel: 1/32
41037,414,2024,414,Mgr. MARTIN GUZI,GBELY,8705,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 8705; podiel: 1/32
41038,414,2024,414,Mgr. MARTIN GUZI,GBELY,8706,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 8706; podiel: 1/32
41039,414,2024,414,Mgr. MARTIN GUZI,GBELY,9166,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 9166; podiel: 1/12096
41040,414,2024,414,Mgr. MARTIN GUZI,GBELY,9176,ok,ZÁHRADA; kat. územie GBELY; číslo LV: 9176; podiel: 1/32
41041,414,2024,414,Mgr. MARTIN GUZI,GBELY,3924,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 3924; podiel: 1/32
41042,414,2024,414,Mgr. MARTIN GUZI,GBELY,4234,ok,ORNÁ PÔDA A TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 4234; podiel: 1/92
41043,414,2024,414,Mgr. MARTIN GUZI,GBELY,6591,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6591; podiel: 1/96
41044,414,2024,414,Mgr. MARTIN GUZI,GBELY,7828,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie GBELY; číslo LV: 7828; podiel: 1/1
41045,414,2024,414,Mgr. MARTIN GUZI,GBELY,2792,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 2792; podiel: 1/16
41046,414,2024,414,Mgr. MARTIN GUZI,GBELY,6668,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6668; podiel: 22/3840
41047,414,2024,414,Mgr. MARTIN GUZI,GBELY,6711,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6711; podiel: 1/192
41048,414,2024,414,Mgr. MARTIN GUZI,GBELY,6719,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6719; podiel: 1/640
41049,414,2024,414,Mgr. MARTIN GUZI,GBELY,6765,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6765; podiel: 1/288
41050,414,2024,414,Mgr. MARTIN GUZI,GBELY,9177,ok,ZÁHRADA; kat. územie GBELY; číslo LV: 9177; podiel: 1/32
41051,414,2024,414,Mgr. MARTIN GUZI,GBELY,9178,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie GBELY; číslo LV: 9178; podiel: 1/32
41052,414,2024,414,Mgr. MARTIN GUZI,GBELY,9179,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie GBELY; číslo LV: 9179; podiel: 1/32
41053,414,2024,414,Mgr. MARTIN GUZI,GBELY,6644,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6644; podiel: 1/2
41054,414,2024,414,Mgr. MARTIN GUZI,GBELY,6645,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6645; podiel: 1/4
41055,414,2024,414,Mgr. MARTIN GUZI,GBELY,6646,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6646; podiel: 1/64
41056,414,2024,414,Mgr. MARTIN GUZI,GBELY,9345,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 9345; podiel: 1/32
41057,414,2024,414,Mgr. MARTIN GUZI,GBELY,9517,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie GBELY; číslo LV: 9517; podiel: 1/32
41058,414,2024,414,Mgr. MARTIN GUZI,GBELY,5869,ok,ORNÁ PÔDA; kat. územie GBELY; číslo LV: 5869; podiel: 1/8
41059,414,2024,414,Mgr. MARTIN GUZI,GBELY,6580,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6580; podiel: 14/960
41060,414,2024,414,Mgr. MARTIN GUZI,GBELY,6581,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6581; podiel: 7/480
41061,414,2024,414,Mgr. MARTIN GUZI,GBELY,6625,ok,TRVALÝ TRÁVNY PORAST; kat. územie GBELY; číslo LV: 6625; podiel: 1/32
41062,414,2024,414,Mgr. MARTIN GUZI,GBELY,9180,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie GBELY; číslo LV: 9180; podiel: 1/32
41063,414,2024,414,Mgr. MARTIN GUZI,GBELY,9181,ok,ZASTAVANÁ PLOCHA A NÁDVORIE; kat. územie GBELY; číslo LV: 9181; podiel: 1/92
